廣韻韻部順序&廣韻韻部原貌(調整前),小韻序,上字,下字,中古拼音(polyhedron 版),廣韻字頭(覈校後),小韻內字序
上27銑,1615,薄,泫,benx,扁,4
上27銑,1615,薄,泫,benx,㲢,5
上27銑,1615,薄,泫,benx,𤻶,6
上27銑,1615,薄,泫,benx,𩩯,7
上27銑,1616,苦,泫,khuenx,犬,1
上27銑,1617,牽,繭,khenx,𥧬,1
上27銑,1617,牽,繭,khenx,豤,2
上27銑,1617,牽,繭,khenx,䵖,3
上27銑,1617,牽,繭,khenx,蜸,4
上27銑,1618,研,峴,ngenx,齞,1
上28獮,1619,息,淺,sienx,獮,1
上28獮,1619,息,淺,sienx,𤣗,2
上28獮,1619,息,淺,sienx,𥙮,3
上28獮,1619,息,淺,sienx,鮮,4
上28獮,1619,息,淺,sienx,尠,5
上28獮,1619,息,淺,sienx,尟,6
上28獮,1619,息,淺,sienx,癬,7
上28獮,1619,息,淺,sienx,燹,8
上28獮,1619,息,淺,sienx,𤐨,9
上28獮,1619,息,淺,sienx,䉳,10
上28獮,1619,息,淺,sienx,廯,11
上28獮,1619,息,淺,sienx,𧕇,12
上28獮,1619,息,淺,sienx,蘚,13
上28獮,1620,以,淺,jenx,演,1
上28獮,1620,以,淺,jenx,衍,2
上28獮,1620,以,淺,jenx,縯,3
上28獮,1620,以,淺,jenx,蔩,4
上28獮,1620,以,淺,jenx,𠻤,5
上28獮,1620,以,淺,jenx,戭,6
上28獮,1620,以,淺,jenx,𧍢,7
上28獮,1620,以,淺,jenx,𧊔,8
上28獮,1621,慈,演,zienx,踐,1
上28獮,1621,慈,演,zienx,諓,2
上28獮,1621,慈,演,zienx,餞,3
上28獮,1621,慈,演,zienx,俴,4
上28獮,1621,慈,演,zienx,𤷃,5
上28獮,1621,慈,演,zienx,𧗸,6
上28獮,1621,慈,演,zienx,㣤,7
上28獮,1622,知,演,trienx,展,1
上28獮,1622,知,演,trienx,㞡,2
上28獮,1622,知,演,trienx,搌,3
上28獮,1622,知,演,trienx,皽,4
上28獮,1622,知,演,trienx,輾,5
上28獮,1622,知,演,trienx,紾,6
上28獮,1622,知,演,trienx,㠭,7
上28獮,1622,知,演,trienx,㜊,8
上28獮,1622,知,演,trienx,𧎰,9
上28獮,1622,知,演,trienx,襢,10
上28獮,1623,旨,善,cjenx,𦗢,1
上28獮,1623,旨,善,cjenx,𠟉,2
上28獮,1623,旨,善,cjenx,樿,3
上28獮,1623,旨,善,cjenx,𩕊,4
上28獮,1623,旨,善,cjenx,饘,5
上28獮,1623,旨,善,cjenx,醆,6
上28獮,1623,旨,善,cjenx,皽,7
上28獮,1623,旨,善,cjenx,燀,8
上28獮,1623,旨,善,cjenx,䆄,9
上28獮,1623,旨,善,cjenx,䡀,10
上28獮,1623,旨,善,cjenx,䁴,11
上28獮,1623,旨,善,cjenx,𥊳,12
上28獮,1623,旨,善,cjenx,橏,13
上28獮,1623,旨,善,cjenx,䎒,14
上28獮,1623,旨,善,cjenx,㔊,15
上28獮,1623,旨,善,cjenx,𨭖,16
上28獮,1623,旨,善,cjenx,嫸,17
上28獮,1624,尼,展,nrienx,趁,1
上28獮,1624,尼,展,nrienx,𨋚,2
上28獮,1624,尼,展,nrienx,㞋,3
上28獮,1625,七,演,chienx,淺,1
上28獮,1626,昌,善,chjenx,闡,1
上28獮,1626,昌,善,chjenx,燀,2
上28獮,1626,昌,善,chjenx,繟,3
上28獮,1626,昌,善,chjenx,䵐,4
上28獮,1626,昌,善,chjenx,幝,5
上28獮,1626,昌,善,chjenx,𨼒,6
上28獮,1626,昌,善,chjenx,灛,7
上28獮,1626,昌,善,chjenx,嘽,8
上28獮,1626,昌,善,chjenx,𦆀,9
上28獮,1627,去,演,khjenx,遣,1
上28獮,1627,去,演,khjenx,繾,2
上28獮,1627,去,演,khjenx,䭤,3
上28獮,1627,去,演,khjenx,𥳐,4
上28獮,1627,去,演,khjenx,㹂,5
上28獮,1627,去,演,khjenx,𠳋,6
上28獮,1627,去,演,khjenx,𨺫,7
上28獮,1627,去,演,khjenx,𩝡,8
上28獮,1628,九,輦,kienx,蹇,1
上28獮,1628,九,輦,kienx,謇,2
上28獮,1628,九,輦,kienx,搴,3
上28獮,1628,九,輦,kienx,𢷘,4
上28獮,1628,九,輦,kienx,𠐻,5
上28獮,1628,九,輦,kienx,𢵈,6
上28獮,1628,九,輦,kienx,𦂇,7
上28獮,1628,九,輦,kienx,𡾰,8
上28獮,1628,九,輦,kienx,藆,9
上28獮,1628,九,輦,kienx,𩽜,10
上28獮,1628,九,輦,kienx,䙭,11
上28獮,1629,常,演,zjenx,善,1
上28獮,1629,常,演,zjenx,譱,2
上28獮,1629,常,演,zjenx,墠,3
上28獮,1629,常,演,zjenx,鱓,4
上28獮,1629,常,演,zjenx,蟺,5
上28獮,1629,常,演,zjenx,單,6
上28獮,1629,常,演,zjenx,僐,7
上28獮,1629,常,演,zjenx,鄯,8
上28獮,1629,常,演,zjenx,墡,9
上28獮,1629,常,演,zjenx,磰,10
上28獮,1629,常,演,zjenx,𪍶,11
上28獮,1630,即,淺,cienx,翦,1
上28獮,1630,即,淺,cienx,剪,2
上28獮,1630,即,淺,cienx,揃,3
上28獮,1630,即,淺,cienx,戩,4
上28獮,1630,即,淺,cienx,錢,5
上28獮,1630,即,淺,cienx,媊,6
上28獮,1630,即,淺,cienx,俴,7
上28獮,1630,即,淺,cienx,帴,8
上28獮,1630,即,淺,cienx,𦺍,9
上28獮,1630,即,淺,cienx,鬋,10
上28獮,1630,即,淺,cienx,𥰸,11
上28獮,1630,即,淺,cienx,𥳟,12
上28獮,1630,即,淺,cienx,籛,13
上28獮,1630,即,淺,cienx,㨵,14
上28獮,1631,人,善,njenx,蹨,1
上28獮,1631,人,善,njenx,橪,2
上28獮,1631,人,善,njenx,戁,3
上28獮,1631,人,善,njenx,熯,4
上28獮,1631,人,善,njenx,㒄,5
上28獮,1632,徐,翦,zsienx,𦆀,1
上28獮,1633,力,展,lienx,輦,1
上28獮,1633,力,展,lienx,𪍦,2
上28獮,1633,力,展,lienx,𤑿,3
上28獮,1633,力,展,lienx,璉,4
上28獮,1633,力,展,lienx,鄻,5
上28獮,1633,力,展,lienx,僆,6
上28獮,1633,力,展,lienx,摙,7
上28獮,1633,力,展,lienx,蓮,8
上28獮,1633,力,展,lienx,膦,9
上28獮,1634,魚,蹇,ngienx,齴,1
上28獮,1634,魚,蹇,ngienx,巘,2
上28獮,1634,魚,蹇,ngienx,遃,3
上28獮,1634,魚,蹇,ngienx,嵃,4
上28獮,1634,魚,蹇,ngienx,讞,5
上28獮,1634,魚,蹇,ngienx,𤫣,6
上28獮,1634,魚,蹇,ngienx,甗,7
上28獮,1635,其,輦,gienx,件,1
上28獮,1635,其,輦,gienx,𡾰,2
上28獮,1635,其,輦,gienx,鍵,3
上28獮,1635,其,輦,gienx,鑳,4
上28獮,1636,符,蹇,bienx,辯,1
上28獮,1636,符,蹇,bienx,𧦪,2
上28獮,1636,符,蹇,bienx,辡,3
上28獮,1636,符,蹇,bienx,辨,4
上28獮,1636,符,蹇,bienx,諞,5
上28獮,1637,彌,兗,mjenx,緬,1
上28獮,1637,彌,兗,mjenx,沔,2
上28獮,1637,彌,兗,mjenx,汅,3
上28獮,1637,彌,兗,mjenx,湎,4
上28獮,1637,彌,兗,mjenx,愐,5
上28獮,1637,彌,兗,mjenx,黽,6
上28獮,1637,彌,兗,mjenx,𩋠,7
上28獮,1637,彌,兗,mjenx,偭,8
上28獮,1637,彌,兗,mjenx,勔,9
上28獮,1637,彌,兗,mjenx,𢃮,10
上28獮,1638,方,緬,pjenx,褊,1
上28獮,1638,方,緬,pjenx,㦚,2
上28獮,1639,子,兗,cyenx,臇,1
上28獮,1639,子,兗,cyenx,𤎱,2
上28獮,1639,子,兗,cyenx,𧕣,3
上28獮,1640,徂,兗,zyenx,雋,1
上28獮,1640,徂,兗,zyenx,隽,2
上28獮,1640,徂,兗,zyenx,𤺻,3
上28獮,1640,徂,兗,zyenx,吮,4
上28獮,1640,徂,兗,zyenx,𦼱,5
上28獮,1641,方,免,pienx,辡,1
上28獮,1641,方,免,pienx,䁵,2
上28獮,1641,方,免,pienx,覸,3
上28獮,1641,方,免,pienx,鴘,4
上28獮,1642,以,轉,jyenx,兗,1
上28獮,1642,以,轉,jyenx,渷,2
上28獮,1642,以,轉,jyenx,沇,3
上28獮,1642,以,轉,jyenx,𢯻,4
上28獮,1642,以,轉,jyenx,抁,5
上28獮,1642,以,轉,jyenx,𦳆,6
上28獮,1642,以,轉,jyenx,馻,7
上28獮,1642,以,轉,jyenx,㕣,8
上28獮,1642,以,轉,jyenx,𦁙,9
上28獮,1642,以,轉,jyenx,𩘍,10
上28獮,1643,力,兗,lyenx,臠,1
上28獮,1643,力,兗,lyenx,孌,2
上28獮,1643,力,兗,lyenx,𡡗,3
上28獮,1643,力,兗,lyenx,脟,4
上28獮,1644,陟,兗,tryenx,轉,1
上28獮,1644,陟,兗,tryenx,𣓧,2
上28獮,1645,居,轉,kyenx,卷,1
上28獮,1645,居,轉,kyenx,菤,2
上28獮,1645,居,轉,kyenx,韏,3
上28獮,1645,居,轉,kyenx,𨹵,4
上28獮,1645,居,轉,kyenx,捲,5
上28獮,1645,居,轉,kyenx,埢,6
上28獮,1646,渠,篆,gyenx,圈,1
上28獮,1646,渠,篆,gyenx,蔨,2
上28獮,1646,渠,篆,gyenx,𦳆,3
上28獮,1647,而,兗,njyenx,輭,1
上28獮,1647,而,兗,njyenx,軟,2
上28獮,1647,而,兗,njyenx,蝡,3
上28獮,1647,而,兗,njyenx,㮕,4
上28獮,1647,而,兗,njyenx,䓴,5
上28獮,1647,而,兗,njyenx,碝,6
上28獮,1647,而,兗,njyenx,瑌,7
上28獮,1647,而,兗,njyenx,愞,8
上28獮,1647,而,兗,njyenx,腝,9
上28獮,1647,而,兗,njyenx,䞂,10
上28獮,1647,而,兗,njyenx,耎,11
上28獮,1647,而,兗,njyenx,𢘎,12
上28獮,1647,而,兗,njyenx,㞋,13
上28獮,1647,而,兗,njyenx,偄,14
上28獮,1647,而,兗,njyenx,㼱,15
上28獮,1647,而,兗,njyenx,𤲬,16
上28獮,1647,而,兗,njyenx,緛,17
上28獮,1648,昌,兗,chjyenx,舛,1
上28獮,1648,昌,兗,chjyenx,喘,2
上28獮,1648,昌,兗,chjyenx,荈,3
上28獮,1648,昌,兗,chjyenx,㪜,4
上28獮,1649,市,兗,zjyenx,膞,1
上28獮,1649,市,兗,zjyenx,腨,2
上28獮,1649,市,兗,zjyenx,鄟,3
上28獮,1649,市,兗,zjyenx,𡭐,4
上28獮,1649,市,兗,zjyenx,歂,5
上28獮,1649,市,兗,zjyenx,踹,6
上28獮,1649,市,兗,zjyenx,𦺲,7
上28獮,1650,持,兗,dryenx,篆,1
上28獮,1650,持,兗,dryenx,瑑,2
上28獮,1650,持,兗,dryenx,沌,3
上28獮,1650,持,兗,dryenx,摶,4
上28獮,1650,持,兗,dryenx,𦁆,5
上28獮,1650,持,兗,dryenx,䧘,6
上28獮,1650,持,兗,dryenx,堟,7
上28獮,1651,旨,兗,cjyenx,剸,1
上28獮,1651,旨,兗,cjyenx,剬,2
上28獮,1651,旨,兗,cjyenx,孨,3
上28獮,1651,旨,兗,cjyenx,鱄,4
上28獮,1651,旨,兗,cjyenx,竱,5
上28獮,1651,旨,兗,cjyenx,膞,6
上28獮,1651,旨,兗,cjyenx,𨷱,7
上28獮,1651,旨,兗,cjyenx,𡇰,8
上28獮,1651,旨,兗,cjyenx,𦓝,9
上28獮,1652,思,兗,syenx,選,1
上28獮,1652,思,兗,syenx,𦌔,2
上28獮,1652,思,兗,syenx,𥶷,3
上28獮,1653,士,免,zryenx,撰,1
上28獮,1653,士,免,zryenx,僎,2
上28獮,1653,士,免,zryenx,𩔊,3
上28獮,1653,士,免,zryenx,𩻝,4
上28獮,1653,士,免,zryenx,譔,5
上28獮,1654,狂,兗,gjyenx,蜎,1
上28獮,1655,香,兗,hjyenx,蠉,1
上28獮,1655,香,兗,hjyenx,𧾣,2
上28獮,1656,符,善,bjenx,楩,1
上28獮,1656,符,善,bjenx,㦚,2
上28獮,1656,符,善,bjenx,諞,3
上28獮,1656,符,善,bjenx,扁,4
上28獮,1657,亡,辨,mienx,免,1
上28獮,1657,亡,辨,mienx,娩,2
上28獮,1657,亡,辨,mienx,勉,3
上28獮,1657,亡,辨,mienx,俛,4
上28獮,1657,亡,辨,mienx,鮸,5
上28獮,1657,亡,辨,mienx,㝃,6
上28獮,1657,亡,辨,mienx,冕,7
上28獮,1657,亡,辨,mienx,絻,8
上28獮,1658,丑,善,thrienx,搌,1
上28獮,1658,丑,善,thrienx,𨩪,2
上28獮,1658,丑,善,thrienx,𣃘,3
上28獮,1658,丑,善,thrienx,蕆,4
上28獮,1658,丑,善,thrienx,𧈪,5
上28獮,1658,丑,善,thrienx,㢟,6
上28獮,1658,丑,善,thrienx,䩶,7
上28獮,1659,披,免,phienx,鴘,1
上28獮,1660,式,善,sjenx,㒄,1
上28獮,1660,式,善,sjenx,㜣,2
上28獮,1660,式,善,sjenx,䁴,3
上28獮,1661,於,蹇,qienx,㫃,1
上28獮,1661,於,蹇,qienx,䟍,2
上28獮,1661,於,蹇,qienx,嫣,3
上28獮,1662,除,善,drienx,邅,1
上28獮,1663,士,免,zrienx,棧,1
上29篠,1664,先,鳥,seux,篠,1
上29篠,1664,先,鳥,seux,筱,2
上29篠,1664,先,鳥,seux,𩵌,3
上29篠,1664,先,鳥,seux,𧩮,4
上29篠,1664,先,鳥,seux,謏,5
上29篠,1664,先,鳥,seux,䃤,6
上29篠,1664,先,鳥,seux,㩋,7
上29篠,1665,古,了,keux,皎,1
上29篠,1665,古,了,keux,璬,2
上29篠,1665,古,了,keux,𢅎,3
上29篠,1665,古,了,keux,䥵,4
上29篠,1665,古,了,keux,㿟,5
上29篠,1665,古,了,keux,皦,6
上29篠,1665,古,了,keux,恔,7
上29篠,1665,古,了,keux,繳,8
上29篠,1665,古,了,keux,䰘,9
上29篠,1665,古,了,keux,晈,10
上29篠,1665,古,了,keux,䘨,11
上29篠,1665,古,了,keux,儌,12
上29篠,1666,都,了,teux,鳥,1
上29篠,1666,都,了,teux,𢁕,2
上29篠,1666,都,了,teux,㣿,3
上29篠,1666,都,了,teux,蔦,4
上29篠,1666,都,了,teux,釕,5
上29篠,1666,都,了,teux,扚,6
上29篠,1666,都,了,teux,𧜣,7
上29篠,1666,都,了,teux,䄪,8
上29篠,1666,都,了,teux,𠄏,9
上29篠,1667,盧,鳥,leux,了,1
上29篠,1667,盧,鳥,leux,蓼,2
上29篠,1667,盧,鳥,leux,瞭,3
上29篠,1667,盧,鳥,leux,镽,4
上29篠,1667,盧,鳥,leux,鄝,5
上29篠,1667,盧,鳥,leux,繚,6
上29篠,1667,盧,鳥,leux,憭,7
上29篠,1667,盧,鳥,leux,䑠,8
上29篠,1667,盧,鳥,leux,爒,9
上29篠,1667,盧,鳥,leux,𢄺,10
上29篠,1667,盧,鳥,leux,𥗀,11
上29篠,1667,盧,鳥,leux,撩,12
上29篠,1667,盧,鳥,leux,𤁸,13
上29篠,1667,盧,鳥,leux,𧘈,14
上29篠,1668,土,了,theux,朓,1
上29篠,1668,土,了,theux,窱,2
上29篠,1668,土,了,theux,䠷,3
上29篠,1669,馨,皛,heux,䥵,1
上29篠,1669,馨,皛,heux,曉,2
上29篠,1669,馨,皛,heux,皢,3
上29篠,1669,馨,皛,heux,膮,4
上29篠,1670,烏,晈,qeux,杳,1
上29篠,1670,烏,晈,qeux,窅,2
上29篠,1670,烏,晈,qeux,窈,3
上29篠,1670,烏,晈,qeux,偠,4
上29篠,1670,烏,晈,qeux,騕,5
上29篠,1670,烏,晈,qeux,𩡻,6
上29篠,1670,烏,晈,qeux,𨱧,7
上29篠,1670,烏,晈,qeux,葽,8
上29篠,1670,烏,晈,qeux,㫏,9
上29篠,1670,烏,晈,qeux,鴢,10
上29篠,1670,烏,晈,qeux,婹,11
上29篠,1670,烏,晈,qeux,㫐,12
上29篠,1670,烏,晈,qeux,䆞,13
上29篠,1670,烏,晈,qeux,𡧮,14
上29篠,1670,烏,晈,qeux,苭,15
上29篠,1671,奴,鳥,neux,嬲,1
上29篠,1671,奴,鳥,neux,嫋,2
上29篠,1671,奴,鳥,neux,䦊,3
上29篠,1671,奴,鳥,neux,㒟,4
上29篠,1671,奴,鳥,neux,褭,5
上29篠,1671,奴,鳥,neux,嬈,6
上29篠,1671,奴,鳥,neux,㜵,7
上29篠,1671,奴,鳥,neux,䃵,8
上29篠,1671,奴,鳥,neux,𢸣,9
上29篠,1672,胡,了,gheux,皛,1
上29篠,1672,胡,了,gheux,㵿,2
上29篠,1672,胡,了,gheux,芍,3
上29篠,1672,胡,了,gheux,𦯪,4
上29篠,1672,胡,了,gheux,𠄔,5
上29篠,1673,徒,了,deux,窕,1
上29篠,1673,徒,了,deux,𤕷,2
上29篠,1673,徒,了,deux,𤱩,3
上29篠,1673,徒,了,deux,誂,4
上29篠,1673,徒,了,deux,掉,5
上29篠,1673,徒,了,deux,嬥,6
上29篠,1673,徒,了,deux,挑,7
上29篠,1673,徒,了,deux,䂽,8
上29篠,1674,苦,皎,kheux,磽,1
上29篠,1674,苦,皎,kheux,䂪,2
上29篠,1675,子,了,ceux,湫,1
上29篠,1675,子,了,ceux,劋,2
上29篠,1675,子,了,ceux,㭂,3
上29篠,1675,子,了,ceux,㡑,4
上29篠,1675,子,了,ceux,𧂈,5
上30小,1676,私,兆,sieux,小,1
上30小,1676,私,兆,sieux,𩵖,2
上30小,1676,私,兆,sieux,䒕,3
上30小,1677,治,小,drieux,肈,1
上30小,1677,治,小,drieux,肁,2
上30小,1677,治,小,drieux,兆,3
上30小,1677,治,小,drieux,趙,4
上30小,1677,治,小,drieux,旐,5
上30小,1677,治,小,drieux,狣,6
上30小,1677,治,小,drieux,䍮,7
上30小,1677,治,小,drieux,鮡,8
上30小,1677,治,小,drieux,駣,9
上30小,1677,治,小,drieux,垗,10
上30小,1677,治,小,drieux,𠧞,11
上30小,1678,之,少,cjeux,沼,1
上30小,1678,之,少,cjeux,菬,2
上30小,1678,之,少,cjeux,䈃,3
上30小,1679,於,兆,qieux,夭,1
上30小,1679,於,兆,qieux,殀,2
上30小,1679,於,兆,qieux,芺,3
上30小,1679,於,兆,qieux,仸,4
上30小,1680,丑,小,thrieux,巐,1
上30小,1681,書,沼,sjeux,少,1
上30小,1681,書,沼,sjeux,䒚,2
上30小,1681,書,沼,sjeux,𨙹,3
上30小,1682,而,沼,njeux,擾,1
上30小,1682,而,沼,njeux,𢹎,2
上30小,1682,而,沼,njeux,繞,3
上30小,1682,而,沼,njeux,遶,4
上30小,1682,而,沼,njeux,嬈,5
上30小,1682,而,沼,njeux,𤛾,6
上30小,1682,而,沼,njeux,𧳨,7
上30小,1683,符,少,bjeux,摽,1
上30小,1683,符,少,bjeux,𢹰,2
上30小,1683,符,少,bjeux,鰾,3
上30小,1683,符,少,bjeux,慓,4
上30小,1683,符,少,bjeux,顠,5
上30小,1683,符,少,bjeux,𩮳,6
上30小,1683,符,少,bjeux,膘,7
上30小,1683,符,少,bjeux,𦭼,8
上30小,1684,尺,沼,chjeux,𪍑,1
上30小,1684,尺,沼,chjeux,麨,2
上30小,1684,尺,沼,chjeux,弨,3
上30小,1684,尺,沼,chjeux,楢,4
上30小,1684,尺,沼,chjeux,眧,5
上30小,1685,敷,沼,phjeux,縹,1
上30小,1685,敷,沼,phjeux,醥,2
上30小,1685,敷,沼,phjeux,犥,3
上30小,1685,敷,沼,phjeux,顠,4
上30小,1685,敷,沼,phjeux,皫,5
上30小,1685,敷,沼,phjeux,篻,6
上30小,1685,敷,沼,phjeux,瞟,7
上30小,1685,敷,沼,phjeux,膘,8
上30小,1686,亡,沼,mjeux,眇,1
上30小,1686,亡,沼,mjeux,渺,2
上30小,1686,亡,沼,mjeux,訬,3
上30小,1686,亡,沼,mjeux,𦳥,4
上30小,1686,亡,沼,mjeux,淼,5
上30小,1686,亡,沼,mjeux,杪,6
上30小,1686,亡,沼,mjeux,秒,7
上30小,1686,亡,沼,mjeux,藐,8
上30小,1686,亡,沼,mjeux,吵,9
上30小,1686,亡,沼,mjeux,篎,10
上30小,1687,市,沼,zjeux,紹,1
上30小,1687,市,沼,zjeux,綤,2
上30小,1687,市,沼,zjeux,佋,3
上30小,1687,市,沼,zjeux,袑,4
上30小,1687,市,沼,zjeux,䙼,5
上30小,1688,居,夭,kieux,矯,1
上30小,1688,居,夭,kieux,鱎,2
上30小,1688,居,夭,kieux,䚩,3
上30小,1688,居,夭,kieux,敽,4
上30小,1688,居,夭,kieux,撟,5
上30小,1688,居,夭,kieux,嬌,6
上30小,1688,居,夭,kieux,𥃧,7
上30小,1688,居,夭,kieux,蟜,8
上30小,1688,居,夭,kieux,譑,9
上30小,1688,居,夭,kieux,𨝰,10
上30小,1688,居,夭,kieux,孂,11
上30小,1688,居,夭,kieux,蹻,12
上30小,1689,陂,矯,pieux,表,1
上30小,1689,陂,矯,pieux,𧘝,2
上30小,1689,陂,矯,pieux,𧞧,3
上30小,1689,陂,矯,pieux,䔸,4
上30小,1690,方,小,pjeux,褾,1
上30小,1690,方,小,pjeux,𧢄,2
上30小,1690,方,小,pjeux,標,3
上30小,1690,方,小,pjeux,㟽,4
上30小,1691,平,表,bieux,藨,1
上30小,1691,平,表,bieux,𦳤,2
上30小,1691,平,表,bieux,殍,3
上30小,1691,平,表,bieux,莩,4
上30小,1691,平,表,bieux,𠬪,5
上30小,1691,平,表,bieux,㰶,6
上30小,1691,平,表,bieux,㹾,7
上30小,1691,平,表,bieux,𧴎,8
上30小,1692,以,沼,jeux,鷕,1
上30小,1692,以,沼,jeux,溔,2
上30小,1692,以,沼,jeux,舀,3
上30小,1692,以,沼,jeux,𦥨,4
上30小,1692,以,沼,jeux,抭,5
上30小,1692,以,沼,jeux,𩨴,6
上30小,1692,以,沼,jeux,䁘,7
上30小,1693,親,小,chieux,悄,1
上30小,1693,親,小,chieux,愀,2
上30小,1693,親,小,chieux,釥,3
上30小,1694,子,小,cieux,剿,1
上30小,1694,子,小,cieux,劋,2
上30小,1694,子,小,cieux,勦,3
上30小,1694,子,小,cieux,漅,4
上30小,1694,子,小,cieux,𨙹,5
上30小,1694,子,小,cieux,𤃭,6
上30小,1694,子,小,cieux,膘,7
上30小,1694,子,小,cieux,𢄺,8
上30小,1695,巨,夭,gieux,𨲭,1
上30小,1696,力,小,lieux,繚,1
上30小,1696,力,小,lieux,燎,2
上30小,1696,力,小,lieux,𢻢,3
上30小,1696,力,小,lieux,璙,4
上30小,1696,力,小,lieux,憭,5
上30小,1696,力,小,lieux,爒,6
上30小,1696,力,小,lieux,僚,7
上30小,1696,力,小,lieux,䩍,8
上30小,1696,力,小,lieux,嫽,9
上30小,1697,滂,表,phieux,麃,1
上30小,1698,於,小,qjeux,闄,1
上31巧,1699,苦,絞,khraux,巧,1
上31巧,1699,苦,絞,khraux,䲾,2
上31巧,1700,下,巧,ghraux,澩,1
上31巧,1700,下,巧,ghraux,㺒,2
上31巧,1700,下,巧,ghraux,䕧,3
上31巧,1700,下,巧,ghraux,佼,4
上31巧,1700,下,巧,ghraux,䀊,5
上31巧,1700,下,巧,ghraux,䉰,6
上31巧,1701,博,巧,praux,飽,1
上31巧,1701,博,巧,praux,𩜿,2
上31巧,1701,博,巧,praux,𩛁,3
上31巧,1702,奴,巧,nraux,㺒,1
上31巧,1702,奴,巧,nraux,撓,2
上31巧,1702,奴,巧,nraux,獿,3
上31巧,1703,莫,飽,mraux,卯,1
上31巧,1703,莫,飽,mraux,戼,2
上31巧,1703,莫,飽,mraux,緢,3
上31巧,1703,莫,飽,mraux,泖,4
上31巧,1703,莫,飽,mraux,媌,5
上31巧,1703,莫,飽,mraux,昴,6
上31巧,1703,莫,飽,mraux,茆,7
上31巧,1704,古,巧,kraux,絞,1
上31巧,1704,古,巧,kraux,狡,2
上31巧,1704,古,巧,kraux,佼,3
上31巧,1704,古,巧,kraux,攪,4
上31巧,1704,古,巧,kraux,䕧,5
上31巧,1704,古,巧,kraux,筊,6
上31巧,1704,古,巧,kraux,𢯴,7
上31巧,1704,古,巧,kraux,鉸,8
上31巧,1704,古,巧,kraux,𥂔,9
上31巧,1704,古,巧,kraux,姣,10
上31巧,1704,古,巧,kraux,烄,11
上31巧,1704,古,巧,kraux,𤉧,12
上31巧,1704,古,巧,kraux,䀊,13
上31巧,1704,古,巧,kraux,䉰,14
上31巧,1704,古,巧,kraux,㽱,15
上31巧,1705,側,絞,craux,爪,1
上31巧,1705,側,絞,craux,㕚,2
上31巧,1705,側,絞,craux,䝖,3
上31巧,1705,側,絞,craux,瑵,4
上31巧,1705,側,絞,craux,笊,5
上31巧,1705,側,絞,craux,𢁬,6
上31巧,1705,側,絞,craux,抓,7
上31巧,1705,側,絞,craux,𦬔,8
上31巧,1706,於,絞,qraux,拗,1
上31巧,1706,於,絞,qraux,鴢,2
上31巧,1706,於,絞,qraux,𢂊,3
上31巧,1706,於,絞,qraux,𥄀,4
上31巧,1706,於,絞,qraux,狕,5
上31巧,1707,薄,巧,braux,鮑,1
上31巧,1707,薄,巧,braux,骲,2
上31巧,1707,薄,巧,braux,𡂟,3
上31巧,1707,薄,巧,braux,鞄,4
上31巧,1708,五,巧,ngraux,齩,1
上31巧,1709,士,絞,zraux,䰫,1
上31巧,1709,士,絞,zraux,㑿,2
上31巧,1710,初,爪,chraux,煼,1
上31巧,1710,初,爪,chraux,𩱦,2
上31巧,1710,初,爪,chraux,𤌉,3
上31巧,1710,初,爪,chraux,炒,4
上31巧,1710,初,爪,chraux,謅,5
上31巧,1710,初,爪,chraux,𩱈,6
上31巧,1710,初,爪,chraux,吵,7
上31巧,1711,張,絞,traux,䝤,1
上31巧,1711,張,絞,traux,獠,2
上31巧,1712,山,巧,sraux,㪢,1
上32晧,1713,胡,老,ghaux,晧,1
上32晧,1713,胡,老,ghaux,昊,2
上32晧,1713,胡,老,ghaux,昦,3
上32晧,1713,胡,老,ghaux,暤,4
上32晧,1713,胡,老,ghaux,鎬,5
上32晧,1713,胡,老,ghaux,浩,6
上32晧,1713,胡,老,ghaux,顥,7
上32晧,1713,胡,老,ghaux,灝,8
上32晧,1713,胡,老,ghaux,鰝,9
上32晧,1713,胡,老,ghaux,夰,10
上32晧,1713,胡,老,ghaux,薃,11
上32晧,1713,胡,老,ghaux,鄗,12
上32晧,1713,胡,老,ghaux,𨛴,13
上32晧,1713,胡,老,ghaux,𧇼,14
上32晧,1713,胡,老,ghaux,𥢑,15
上32晧,1713,胡,老,ghaux,滈,16
上32晧,1714,薄,浩,baux,抱,1
上32晧,1715,盧,晧,laux,老,1
上32晧,1715,盧,晧,laux,䝤,2
上32晧,1715,盧,晧,laux,獠,3
上32晧,1715,盧,晧,laux,轑,4
上32晧,1715,盧,晧,laux,橑,5
上32晧,1715,盧,晧,laux,潦,6
上32晧,1715,盧,晧,laux,䕩,7
上32晧,1715,盧,晧,laux,栳,8
上32晧,1715,盧,晧,laux,𣠼,9
上32晧,1715,盧,晧,laux,𩔇,10
上32晧,1715,盧,晧,laux,恅,11
上32晧,1715,盧,晧,laux,𡂕,12
上32晧,1715,盧,晧,laux,䵏,13
上32晧,1715,盧,晧,laux,澇,14
上32晧,1716,他,浩,thaux,討,1
上32晧,1716,他,浩,thaux,套,2
上32晧,1716,他,浩,thaux,槄,3
上32晧,1717,徒,晧,daux,道,1
上32晧,1717,徒,晧,daux,衟,2
上32晧,1717,徒,晧,daux,𡬹,3
上32晧,1717,徒,晧,daux,稻,4
上32晧,1717,徒,晧,daux,駣,5
上32晧,1717,徒,晧,daux,䆃,6
